timestamp_utc,kp_index,kp_time_utc,kp_band,storm_warning,storm_level,schumann_hz,schumann_amp,aqi,aqi_city,image_path,image_url_hint,commit_sha
2026-05-10T14:33:36Z,1.67,2026-05-10T14:33:36Z,calm,False,,7.78,,,,images/dailypost.jpg,https://cdn.jsdelivr.net/gh/GaiaEyesHQ/gaiaeyes-media@main/images/dailypost.jpg,
